timestamp,frame,track_id,class,bbox_x1,bbox_y1,bbox_x2,bbox_y2
0.7,21,6,bus,1717,200,1882,365
0.7,21,37,truck,1825,116,1914,238
0.7,21,38,car,1615,327,1823,537
0.73,22,1,car,1524,544,1812,885
0.73,22,3,car,477,183,699,282
0.73,22,6,car,1714,203,1880,369
0.73,22,37,truck,1822,117,1911,238
0.73,22,38,car,1610,326,1820,540
0.73,22,41,truck,1612,327,1817,540
0.77,23,1,car,1521,548,1811,890
0.77,23,3,car,460,184,690,286
0.77,23,6,bus,1711,203,1881,374
0.77,23,38,truck,1606,328,1817,543
0.77,23,41,car,1610,327,1816,542
0.8,24,1,car,1518,550,1809,897
0.8,24,3,car,443,186,677,289
0.8,24,6,truck,1710,206,1878,375
0.8,24,38,truck,1603,328,1816,547
0.8,24,41,car,1606,327,1816,547
0.8,24,37,truck,1813,116,1907,242
0.83,25,1,car,1514,554,1806,901
0.83,25,3,car,432,188,659,288
0.83,25,6,truck,1707,207,1875,376
0.83,25,38,truck,1600,329,1813,549
0.83,25,41,car,1603,327,1814,549
0.83,25,37,truck,1809,114,1908,244
0.87,26,1,car,1510,556,1803,905
0.87,26,3,car,416,187,650,289
0.87,26,6,truck,1707,206,1875,375
0.87,26,37,truck,1807,116,1909,247
0.9,27,1,car,1506,558,1802,914
0.9,27,3,car,399,187,641,293
0.9,27,6,car,1703,206,1873,377
0.9,27,37,truck,1805,118,1906,247
0.9,27,38,car,1593,331,1806,551
0.93,28,1,car,1500,560,1798,919
0.93,28,3,car,386,187,627,293
0.93,28,6,car,1700,207,1870,378
0.93,28,37,truck,1803,120,1905,246
0.93,28,38,car,1592,335,1802,553
0.97,29,1,car,1498,564,1796,924
0.97,29,3,car,373,191,611,295
0.97,29,6,bus,1697,208,1867,379
0.97,29,37,truck,1803,121,1905,246
0.97,29,38,car,1589,338,1798,556
1.0,30,1,car,1496,569,1795,931
1.0,30,3,car,358,193,596,297
1.0,30,6,bus,1697,212,1865,380
1.0,30,37,truck,1800,122,1904,247
1.0,30,38,car,1586,341,1796,560
1.03,31,1,car,1492,575,1789,936
1.03,31,3,car,342,195,582,299
1.03,31,6,bus,1694,209,1865,380
1.03,31,37,truck,1797,122,1904,248
1.03,31,38,car,1589,342,1796,560
1.07,32,1,car,1488,577,1787,942
1.07,32,3,car,327,196,569,301
1.07,32,6,car,1693,212,1864,382
1.07,32,37,truck,1794,126,1903,250
1.07,32,38,car,1585,342,1793,563
1.1,33,1,car,1486,579,1787,949
1.1,33,3,car,316,199,555,302
1.1,33,37,truck,1789,123,1904,252
1.1,33,38,car,1581,341,1792,566
1.13,34,1,car,1483,584,1786,958
1.13,34,3,car,302,201,540,303
1.13,34,37,truck,1783,113,1909,255
1.13,34,38,car,1579,347,1787,568
1.13,34,6,truck,1690,215,1859,383
1.17,35,1,car,1478,590,1782,965
1.17,35,3,car,285,203,527,306
1.17,35,37,truck,1780,108,1912,255
1.17,35,38,car,1582,350,1786,570
1.17,35,6,truck,1684,214,1857,388
1.17,35,2,truck,1445,352,1795,667
1.2,36,1,car,1474,591,1781,972
1.2,36,3,car,277,209,510,307
1.2,36,38,car,1576,350,1782,573
1.2,36,6,truck,1683,217,1855,391
1.23,37,1,car,1472,594,1780,977
1.23,37,3,car,259,211,498,311
1.23,37,38,car,1572,350,1779,573
1.23,37,6,truck,1683,219,1855,391
1.23,37,37,truck,1781,107,1914,255
1.27,38,1,car,1471,598,1779,983
1.27,38,3,car,239,210,490,315
1.27,38,38,car,1571,350,1780,576
1.27,38,6,truck,1683,219,1855,392
1.27,38,37,truck,1780,108,1913,255
1.3,39,1,car,1469,603,1778,989
1.3,39,3,car,221,210,481,318
1.3,39,38,car,1570,351,1780,580
1.3,39,6,car,1684,222,1854,392
1.33,40,1,car,1467,607,1778,997
1.33,40,3,car,205,210,467,320
1.33,40,38,car,1569,352,1780,583
1.33,40,6,car,1683,222,1856,395
1.37,41,1,car,1464,612,1779,1006
1.37,41,3,car,187,209,453,320
1.37,41,38,car,1569,352,1780,583
1.37,41,6,car,1683,223,1855,396
1.4,42,1,car,1462,619,1777,1016
1.4,42,3,car,177,210,438,319
1.4,42,38,car,1568,353,1780,585
1.4,42,6,truck,1683,226,1854,397
1.4,42,37,truck,1775,120,1906,261
1.43,43,1,car,1459,625,1776,1025
1.43,43,3,car,176,219,416,316
1.43,43,38,car,1567,353,1779,586
1.43,43,6,truck,1678,220,1855,398
1.43,43,37,truck,1770,110,1911,263
1.47,44,1,car,1457,629,1776,1034
1.47,44,3,car,168,221,398,314
1.47,44,38,car,1566,356,1777,588
1.47,44,6,truck,1669,209,1856,398
1.47,44,37,truck,1766,109,1911,266
1.5,45,1,car,1453,631,1773,1041
1.5,45,3,car,146,218,394,318
1.5,45,38,car,1559,358,1772,591
1.5,45,6,truck,1672,215,1852,398
1.5,45,37,truck,1765,110,1911,269
1.53,46,1,car,1450,635,1770,1046
1.53,46,3,car,124,219,386,324
1.53,46,38,car,1562,363,1773,592
1.53,46,6,car,1673,217,1852,399
1.53,46,37,truck,1766,112,1911,270
1.57,47,1,bus,1447,643,1766,1054
1.57,47,3,car,109,220,370,325
1.57,47,38,car,1559,362,1772,593
1.57,47,6,car,1674,222,1849,400
1.57,47,37,truck,1767,115,1910,271
1.6,48,1,bus,1446,647,1766,1061
1.6,48,3,car,96,223,353,326
1.6,48,38,car,1556,365,1768,594
1.6,48,6,car,1673,224,1847,402
1.6,48,37,car,1767,118,1911,273
1.6,48,59,car,1452,647,1761,1059
1.63,49,1,car,1444,652,1764,1067
1.63,49,3,car,80,225,336,328
1.63,49,38,car,1550,367,1765,598
1.63,49,6,car,1674,229,1844,402
1.63,49,37,car,1764,120,1907,274
1.67,50,1,car,1440,653,1762,1070
1.67,50,3,car,63,226,322,330
1.67,50,38,car,1548,369,1764,600
1.67,50,6,car,1674,234,1843,405
1.67,50,37,car,1761,123,1902,273
1.67,50,60,truck,1759,123,1900,273
1.7,51,1,car,1436,654,1758,1073
1.7,51,3,car,47,225,312,332
1.7,51,38,car,1545,372,1763,602
1.7,51,6,car,1670,236,1841,407
1.7,51,37,car,1760,125,1901,274
1.73,52,1,car,1435,663,1752,1075
1.73,52,3,car,24,224,303,336
1.73,52,38,car,1544,371,1765,606
1.73,52,6,car,1666,235,1838,408
1.73,52,37,car,1757,127,1899,276
1.77,53,1,car,1432,668,1747,1075
1.77,53,3,car,5,222,290,338
1.77,53,38,car,1540,372,1762,609
1.77,53,6,car,1664,234,1838,409
1.77,53,37,car,1755,129,1897,278
1.8,54,1,car,1431,673,1740,1072
1.8,54,3,car,0,224,276,338
1.8,54,38,car,1537,374,1757,608
1.8,54,6,car,1660,236,1834,409
1.8,54,37,car,1751,131,1892,277
1.83,55,1,car,1432,677,1738,1072
1.83,55,38,car,1533,375,1755,611
1.83,55,6,car,1657,234,1833,410
1.83,55,37,car,1746,127,1892,278
1.87,56,1,car,1429,684,1730,1071
1.87,56,38,car,1531,378,1752,614
1.87,56,6,car,1656,237,1830,411
1.87,56,37,car,1743,127,1890,278
1.87,56,3,car,0,226,255,340
1.9,57,1,car,1428,690,1728,1072
1.9,57,38,car,1527,380,1750,616
1.9,57,6,car,1649,231,1831,414
1.9,57,37,car,1740,128,1886,278
1.9,57,3,car,0,226,244,340
1.93,58,1,car,1422,694,1721,1072
1.93,58,38,car,1522,383,1745,618
1.93,58,6,car,1647,234,1826,414
1.93,58,37,car,1737,129,1883,280
1.97,59,1,car,1420,698,1718,1073
1.97,59,38,car,1521,386,1742,619
1.97,59,6,car,1645,236,1823,416
1.97,59,37,car,1734,128,1881,281
2.0,60,1,car,1418,703,1715,1072
2.0,60,38,car,1516,386,1741,622
2.0,60,6,car,1642,238,1819,416
2.0,60,37,car,1732,127,1879,281
2.0,60,71,bus,1843,580,1918,1034
2.03,61,1,car,1416,705,1714,1071
2.03,61,38,car,1512,387,1739,626
2.03,61,6,car,1639,238,1818,418
2.03,61,37,car,1732,130,1876,282
2.03,61,71,bus,1840,580,1917,1043
2.07,62,1,car,1413,714,1705,1069
2.07,62,38,car,1507,386,1738,628
2.07,62,6,car,1638,239,1816,418
2.07,62,37,car,1730,130,1875,282
2.07,62,71,bus,1839,565,1919,1045
2.1,63,1,bus,1409,719,1700,1068
2.1,63,38,car,1502,388,1732,630
2.1,63,6,car,1636,242,1814,422
2.1,63,37,car,1725,129,1873,284
2.1,63,71,bus,1838,569,1918,1048
2.13,64,1,car,1405,720,1700,1069
2.13,64,38,car,1499,388,1731,632
2.13,64,6,car,1633,241,1810,421
2.13,64,37,car,1723,130,1873,288
2.13,64,71,bus,1837,574,1917,1050
2.17,65,1,car,1404,724,1698,1068
2.17,65,38,car,1499,391,1730,634
2.17,65,6,car,1632,243,1809,423
2.17,65,37,car,1719,130,1872,290
2.17,65,71,bus,1837,577,1917,1055
2.2,66,1,car,1402,733,1694,1069
2.2,66,38,car,1499,393,1730,638
2.2,66,6,car,1631,246,1805,423
2.2,66,37,car,1718,134,1868,291
2.2,66,71,bus,1836,574,1918,1060
2.23,67,1,bus,1403,741,1692,1069
2.23,67,38,car,1496,395,1728,641
2.23,67,6,car,1629,249,1800,423
2.23,67,37,car,1715,135,1864,291
2.23,67,71,bus,1834,570,1917,1065
2.27,68,38,car,1495,398,1725,643
2.27,68,6,car,1626,250,1798,423
2.27,68,37,car,1711,135,1859,290
2.3,69,38,car,1492,400,1723,648
2.3,69,6,car,1626,253,1795,423
2.3,69,37,car,1706,136,1855,291
2.3,69,1,bus,1401,753,1686,1068
2.3,69,71,bus,1819,557,1908,1065
2.33,70,38,car,1489,401,1723,654
2.33,70,6,car,1622,253,1791,423
2.33,70,37,car,1702,135,1853,293
2.33,70,1,car,1394,758,1684,1071
2.33,70,71,bus,1817,561,1907,1066
2.37,71,38,car,1487,405,1719,658
2.37,71,6,bus,1616,250,1789,425
2.37,71,37,car,1698,135,1848,293
2.37,71,1,bus,1389,760,1679,1068
2.37,71,71,car,1816,568,1907,1067
2.4,72,38,car,1484,409,1714,661
2.4,72,6,car,1611,253,1781,425
2.4,72,37,car,1694,136,1844,294
2.4,72,1,bus,1382,763,1673,1067
2.4,72,85,car,0,45,100,151
2.43,73,38,car,1482,412,1712,664
2.43,73,6,truck,1608,252,1778,425
2.43,73,37,car,1694,144,1839,297
2.43,73,85,car,2,53,96,152
2.47,74,38,car,1478,416,1706,668
2.47,74,6,car,1604,252,1775,425
2.47,74,37,truck,1689,145,1836,299
2.47,74,85,car,0,56,94,155
2.47,74,71,truck,1807,569,1902,1069
2.5,75,38,car,1475,420,1702,672
2.5,75,6,car,1601,253,1772,425
2.5,75,37,car,1683,142,1832,299
2.5,75,85,car,0,56,91,156
2.5,75,71,car,1806,589,1901,1069
2.5,75,1,bus,1382,789,1656,1067
2.53,76,38,car,1472,421,1700,676
2.53,76,6,car,1598,254,1769,426
2.53,76,37,car,1678,139,1830,300
2.53,76,85,car,0,48,93,155
2.57,77,38,car,1466,423,1695,680
2.57,77,6,car,1595,254,1768,428
2.57,77,37,car,1673,140,1826,301
2.57,77,85,car,0,49,106,188
2.57,77,71,car,1803,597,1901,1071
2.6,78,38,car,1462,424,1692,683
2.6,78,6,car,1591,254,1764,429
2.6,78,37,car,1670,144,1820,301
2.63,79,38,car,1458,428,1687,687
2.63,79,6,car,1586,254,1758,429
2.63,79,37,car,1667,143,1818,302
2.67,80,38,car,1452,433,1679,691
2.67,80,6,car,1582,256,1755,431
2.67,80,37,car,1664,144,1814,302
2.67,80,98,car,0,53,75,204
2.67,80,1,car,1366,818,1630,1071
2.7,81,38,car,1446,435,1675,695
2.7,81,6,car,1576,257,1750,433
2.7,81,37,car,1659,145,1809,302
2.73,82,38,car,1439,435,1670,699
2.73,82,6,truck,1567,253,1746,435
2.73,82,37,car,1651,147,1798,301
2.77,83,38,car,1432,437,1663,702
2.77,83,6,car,1561,257,1736,435
2.77,83,37,car,1643,146,1792,302
2.8,84,38,car,1426,439,1657,706
2.8,84,6,car,1554,259,1729,437
2.8,84,37,car,1638,151,1780,301
2.8,84,104,car,1749,669,1914,1070
2.83,85,38,car,1419,440,1653,710
2.83,85,6,car,1546,255,1726,438
2.83,85,37,car,1630,149,1777,303
2.83,85,104,car,1746,669,1912,1071
2.87,86,38,car,1411,444,1643,715
2.87,86,6,car,1540,254,1721,440
2.87,86,37,car,1623,146,1772,303
2.87,86,109,car,1852,337,1918,591
2.9,87,38,car,1404,447,1637,719
2.9,87,6,car,1536,257,1715,441
2.9,87,37,car,1613,143,1764,302
2.9,87,109,car,1850,339,1917,596
2.9,87,104,car,1738,671,1905,1070
2.93,88,38,car,1398,448,1631,723
2.93,88,6,car,1529,259,1707,441
2.93,88,37,car,1609,145,1758,304
2.93,88,109,car,1844,313,1917,595
2.93,88,114,car,0,904,154,1073
2.93,88,104,truck,1719,612,1910,1070
2.97,89,38,car,1392,451,1625,727
2.97,89,6,car,1522,262,1700,443
2.97,89,37,car,1600,142,1753,305
2.97,89,109,car,1839,314,1913,597
2.97,89,114,car,0,903,159,1072
2.97,89,104,truck,1712,593,1911,1067
3.0,90,38,car,1386,456,1618,731
3.0,90,6,car,1519,266,1693,442
3.0,90,37,car,1594,147,1745,308
3.0,90,109,car,1837,322,1909,593
3.0,90,114,car,0,893,166,1072
3.0,90,104,truck,1707,589,1909,1067
3.03,91,38,car,1380,459,1611,734
3.03,91,6,car,1512,267,1686,444
3.03,91,37,car,1586,144,1738,307
3.03,91,109,car,1834,339,1903,593
3.03,91,114,car,0,881,176,1073
3.03,91,104,truck,1706,595,1907,1067
3.07,92,38,car,1376,462,1606,737
3.07,92,6,car,1507,269,1681,445
3.07,92,37,car,1584,149,1731,308
3.07,92,109,car,1831,342,1902,594
3.07,92,104,bus,1699,587,1906,1067
3.1,93,38,car,1371,465,1603,743
3.1,93,6,car,1500,267,1678,447
3.1,93,37,car,1579,152,1723,307
3.1,93,109,car,1826,346,1901,602
3.1,93,104,bus,1696,590,1904,1068
3.13,94,38,car,1363,466,1598,747
3.13,94,6,car,1494,267,1674,449
3.13,94,37,car,1574,153,1716,306
3.13,94,109,car,1820,340,1900,604
3.13,94,104,bus,1690,590,1901,1068
3.13,94,125,truck,1679,595,1913,1068
3.13,94,126,car,1783,189,1914,360
3.17,95,38,car,1358,470,1593,752
3.17,95,6,car,1488,261,1672,449
3.17,95,37,car,1566,149,1711,305
3.17,95,109,car,1815,342,1897,604
3.17,95,104,bus,1685,592,1899,1067
3.17,95,125,truck,1677,595,1910,1066
3.17,95,114,car,0,855,199,1069
3.2,96,38,car,1353,472,1588,756
3.2,96,6,car,1485,267,1664,449
3.2,96,37,car,1562,152,1707,308
3.2,96,109,car,1811,351,1896,609
3.2,96,104,bus,1683,594,1897,1066
3.2,96,125,truck,1675,599,1907,1065
3.23,97,38,car,1348,475,1584,761
3.23,97,6,car,1481,270,1659,451
3.23,97,37,car,1558,152,1702,307
3.23,97,109,car,1807,357,1896,613
3.23,97,1,car,1319,945,1490,1074
3.23,97,126,car,1777,191,1908,361
3.27,98,38,car,1343,480,1578,766
3.27,98,6,car,1475,272,1654,454
3.27,98,37,car,1550,151,1696,309
3.27,98,109,car,1800,344,1897,615
3.27,98,1,car,1311,960,1490,1074
3.27,98,126,car,1768,191,1903,364
3.27,98,104,bus,1678,598,1896,1067
3.3,99,38,car,1336,485,1573,773
3.3,99,6,car,1470,272,1651,457
3.3,99,37,car,1547,155,1691,310
3.3,99,109,car,1790,332,1896,618
3.3,99,1,car,1302,966,1491,1074
3.3,99,126,car,1766,192,1902,364
3.3,99,104,bus,1675,602,1895,1065
3.33,100,38,car,1330,487,1567,776
3.33,100,6,car,1465,275,1643,457
3.33,100,37,car,1542,157,1683,309
3.33,100,109,car,1786,334,1897,621
3.33,100,1,car,1296,978,1482,1074
3.33,100,126,car,1760,195,1896,364
3.33,100,104,bus,1673,607,1895,1065
3.37,101,38,car,1323,489,1562,781
3.37,101,6,car,1458,274,1638,459
3.37,101,37,car,1538,158,1677,308
3.37,101,109,car,1782,335,1898,626
3.37,101,1,car,1294,989,1472,1072
3.37,101,126,car,1754,197,1891,366
3.37,101,104,bus,1671,614,1894,1064
3.4,102,38,car,1318,493,1557,786
3.4,102,6,car,1455,278,1633,461
3.4,102,37,car,1534,160,1672,309
3.4,102,109,car,1779,334,1899,625
3.4,102,1,car,1299,1003,1464,1073
3.4,102,126,car,1747,197,1886,367
3.4,102,104,bus,1665,614,1893,1063
3.43,103,38,car,1311,495,1553,792
3.43,103,6,car,1449,279,1627,463
3.43,103,37,car,1526,157,1669,311
3.43,103,109,car,1774,334,1898,625
3.43,103,1,car,1291,1008,1460,1073
3.43,103,126,car,1741,198,1882,368
3.43,103,104,bus,1663,614,1895,1064
3.47,104,38,car,1306,498,1548,796
3.47,104,6,car,1444,280,1623,466
3.47,104,37,car,1519,156,1668,318
3.47,104,109,car,1774,357,1894,624
3.47,104,1,car,1291,1016,1451,1073
3.47,104,126,car,1737,198,1876,364
3.47,104,104,bus,1656,614,1893,1064
3.5,105,38,car,1302,501,1547,803
3.5,105,6,car,1441,283,1618,467
3.5,105,37,car,1515,153,1663,315
3.5,105,109,car,1771,366,1893,626
3.5,105,126,car,1728,197,1873,369
3.5,105,104,bus,1650,617,1891,1062
3.53,106,38,car,1297,504,1542,808
3.53,106,6,car,1435,284,1613,469
3.53,106,37,car,1509,154,1658,318
3.53,106,109,car,1764,359,1896,630
3.53,106,126,car,1724,198,1872,371
3.53,106,104,bus,1646,620,1891,1062
3.53,106,138,car,571,964,851,1079
3.57,107,38,car,1293,508,1537,813
3.57,107,6,car,1430,288,1606,471
3.57,107,37,car,1506,156,1653,320
3.57,107,109,car,1759,360,1896,633
3.57,107,104,bus,1641,623,1890,1063
3.6,108,38,car,1283,512,1530,821
3.6,108,6,car,1426,291,1600,472
3.6,108,37,car,1501,156,1647,319
3.6,108,109,car,1751,349,1898,634
3.6,108,104,bus,1638,628,1890,1063
3.6,108,126,car,1712,201,1862,374
3.63,109,38,car,1279,516,1525,826
3.63,109,6,car,1417,290,1593,474
3.63,109,37,car,1497,158,1641,320
3.63,109,109,car,1743,345,1899,641
3.63,109,104,bus,1632,631,1890,1065
3.63,109,126,car,1707,204,1858,377
3.67,110,38,car,1275,519,1521,832
3.67,110,6,car,1414,295,1587,475
3.67,110,37,car,1491,162,1633,321
3.67,110,109,car,1736,341,1900,643
3.67,110,104,bus,1627,634,1890,1065
3.67,110,126,car,1702,209,1851,378
3.7,111,38,car,1268,522,1517,839
3.7,111,6,car,1411,297,1586,479
3.7,111,37,car,1487,164,1630,323
3.7,111,109,car,1742,391,1889,647
3.7,111,104,truck,1625,643,1889,1065
3.7,111,126,car,1691,208,1845,381
3.73,112,38,car,1261,526,1510,845
3.73,112,6,car,1408,301,1582,482
3.73,112,37,car,1482,166,1625,324
3.73,112,109,car,1725,358,1898,652
3.73,112,104,bus,1622,645,1889,1064
3.73,112,126,car,1685,211,1840,383
3.77,113,38,car,1257,532,1506,851
3.77,113,6,car,1402,301,1578,485
3.77,113,37,car,1474,158,1626,326
3.77,113,109,car,1717,350,1900,656
3.77,113,104,truck,1614,645,1888,1064
3.77,113,126,car,1678,210,1835,383
3.77,113,155,car,1808,134,1914,246
3.77,113,138,car,536,895,961,1076
3.8,114,38,car,1254,536,1502,855
3.8,114,6,car,1397,303,1575,488
3.8,114,37,car,1467,160,1618,327
3.8,114,109,car,1711,351,1900,660
3.8,114,104,bus,1609,650,1886,1066
3.8,114,126,car,1671,211,1830,384
3.8,114,155,car,1807,139,1910,247
3.83,115,38,car,1249,542,1495,861
3.83,115,6,car,1391,305,1570,491
3.83,115,37,car,1472,181,1606,327
3.83,115,109,car,1718,390,1891,662
3.83,115,104,bus,1604,653,1886,1067
3.83,115,126,car,1669,215,1827,387
3.83,115,155,car,1801,138,1907,249
3.87,116,38,car,1241,547,1489,869
3.87,116,6,car,1384,308,1562,493
3.87,116,37,car,1464,184,1599,330
3.87,116,109,car,1706,368,1898,665
3.87,116,126,car,1661,215,1821,388
3.87,116,155,car,1800,137,1909,251
3.9,117,38,car,1235,550,1483,875
3.9,117,6,car,1378,311,1556,496
3.9,117,37,car,1453,173,1601,333
3.9,117,109,car,1698,364,1898,669
3.9,117,126,car,1657,216,1817,389
3.9,117,155,car,1793,137,1906,253
3.9,117,138,car,539,862,1003,1072
3.93,118,38,car,1230,554,1479,882
3.93,118,6,car,1372,314,1550,498
3.93,118,37,car,1449,171,1601,336
3.93,118,109,car,1692,367,1896,675
3.93,118,126,car,1655,219,1813,389
3.93,118,155,car,1792,139,1906,256
3.97,119,38,car,1225,560,1474,890
3.97,119,6,car,1368,318,1545,503
3.97,119,37,car,1440,168,1596,340
3.97,119,109,car,1685,371,1893,680
3.97,119,126,car,1651,226,1805,391
3.97,119,155,car,1783,140,1902,259
4.0,120,38,car,1222,567,1470,899
4.0,120,6,car,1365,322,1541,507
4.0,120,37,car,1439,179,1589,344
4.0,120,109,car,1681,378,1890,684
4.0,120,126,car,1640,217,1806,396
4.0,120,155,car,1781,145,1898,260
4.0,120,104,bus,1591,677,1866,1066
4.03,121,38,car,1218,571,1467,906
4.03,121,6,car,1359,323,1538,510
4.03,121,37,car,1434,183,1582,345
4.03,121,109,car,1676,381,1887,686
4.03,121,126,car,1635,226,1796,400
4.03,121,155,car,1774,147,1895,263
4.03,121,104,bus,1586,685,1863,1066
4.07,122,38,car,1212,578,1462,914
4.07,122,6,car,1356,329,1534,514
4.07,122,37,car,1430,185,1577,347
4.07,122,109,car,1667,374,1885,688
4.07,122,126,car,1633,233,1792,404
4.07,122,155,car,1766,146,1894,266
4.07,122,104,bus,1584,693,1866,1068
4.1,123,38,bus,1209,585,1459,922
4.1,123,6,car,1351,332,1531,520
4.1,123,37,car,1428,189,1573,348
4.1,123,109,car,1662,379,1880,689
4.1,123,126,car,1627,239,1788,411
4.1,123,155,car,1762,148,1894,270
4.13,124,38,car,1204,592,1453,929
4.13,124,6,car,1349,338,1529,527
4.13,124,37,car,1423,192,1567,351
4.13,124,109,car,1658,385,1878,695
4.13,124,126,car,1622,241,1784,416
4.13,124,155,car,1756,155,1888,275
4.13,124,173,bus,1210,590,1450,929
4.13,124,104,bus,1584,710,1863,1071
4.17,125,38,car,1199,597,1450,939
4.17,125,6,car,1346,341,1524,529
4.17,125,37,car,1418,191,1564,353
4.17,125,109,car,1652,382,1875,697
4.17,125,126,car,1622,246,1782,417
4.17,125,155,car,1749,156,1884,276
4.2,126,38,car,1194,603,1447,948
4.2,126,6,car,1342,345,1519,532
4.2,126,37,car,1417,198,1561,357
4.2,126,109,car,1649,387,1870,697
4.2,126,126,car,1615,246,1778,420
4.2,126,155,car,1744,161,1880,281
4.23,127,38,car,1188,609,1444,959
4.23,127,6,car,1338,349,1515,535
4.23,127,37,car,1413,204,1555,360
4.23,127,109,car,1645,392,1867,702
4.23,127,126,car,1612,251,1774,424
4.23,127,155,car,1737,164,1875,284
4.27,128,38,car,1181,616,1438,969
4.27,128,6,car,1333,354,1510,541
4.27,128,37,car,1407,205,1552,365
4.27,128,109,car,1639,396,1863,707
4.27,128,126,car,1608,256,1769,428
4.27,128,104,bus,1559,711,1841,1068
4.3,129,38,bus,1176,624,1433,979
4.3,129,6,car,1328,356,1507,545
4.3,129,37,car,1404,208,1547,367
4.3,129,109,car,1634,397,1860,713
4.3,129,126,car,1604,258,1765,431
4.3,129,187,bus,1329,355,1509,545
4.3,129,104,bus,1552,718,1835,1068
4.3,129,155,car,1726,171,1866,291
4.33,130,38,car,1172,631,1430,991
4.33,130,6,car,1322,357,1505,551
4.33,130,37,car,1398,205,1547,372
4.33,130,109,car,1630,404,1857,720
4.33,130,126,car,1595,257,1761,436
4.33,130,187,bus,1323,356,1508,550
4.33,130,104,bus,1548,726,1831,1069
4.33,130,155,car,1721,174,1862,293
4.37,131,38,car,1168,638,1426,1001
4.37,131,6,bus,1321,361,1504,555
4.37,131,37,car,1394,210,1543,377
4.37,131,109,car,1627,408,1856,726
4.37,131,126,car,1595,264,1758,440
4.37,131,187,car,1321,360,1506,555
4.37,131,104,car,1545,728,1830,1069
4.37,131,155,car,1718,179,1859,297
4.4,132,38,car,1166,644,1427,1014
4.4,132,6,bus,1320,366,1500,558
4.4,132,37,car,1391,212,1542,381
4.4,132,109,car,1624,414,1854,731
4.4,132,126,car,1595,269,1755,441
4.4,132,104,car,1545,740,1826,1069
4.4,132,155,car,1714,182,1857,301
4.4,132,195,car,23,614,429,895
